is_usable,primary_label,qc_file,relevance,specificity,coherence,completeness,rand_id_in_org
False,unusable,interim/qc/2218_q35.json,1,1,1,1,16213
True,acceptable,interim/qc/2219_q31.json,4,4,4,3,35566
False,unusable,interim/qc/2219_q35.json,2,2,4,1,35566
True,acceptable,interim/qc/221_q31.json,4,3,3,3,53249
True,acceptable,interim/qc/221_q35.json,4,3,4,3,53249
False,unusable,interim/qc/2220_q31.json,1,1,4,1,88473
True,needs_review,interim/qc/2220_q35.json,2,1,4,2,88473
True,acceptable,interim/qc/2221_q31.json,4,2,3,2,80602
False,unusable,interim/qc/2221_q35.json,1,1,3,1,80602
True,acceptable,interim/qc/2222_q31.json,4,3,3,3,56518
True,needs_review,interim/qc/2222_q35.json,3,2,2,2,56518
False,unusable,interim/qc/2223_q31.json,1,1,1,1,52865
False,unusable,interim/qc/2223_q35.json,1,1,1,1,52865
False,unusable,interim/qc/2224_q31.json,1,1,1,1,97057
False,unusable,interim/qc/2224_q35.json,1,1,1,1,97057
True,acceptable,interim/qc/2225_q31.json,3,1,4,2,30402
False,unusable,interim/qc/2225_q35.json,1,1,3,1,30402
True,needs_review,interim/qc/2226_q31.json,2,2,4,2,64916
True,acceptable,interim/qc/2226_q35.json,3,2,3,2,64916
True,needs_review,interim/qc/2227_q31.json,3,1,2,2,15106
False,unusable,interim/qc/2227_q35.json,1,1,3,1,15106
False,unusable,interim/qc/2228_q31.json,1,1,1,1,51343
False,unusable,interim/qc/2228_q35.json,1,1,1,1,51343
True,acceptable,interim/qc/2229_q31.json,3,2,4,2,62483
True,acceptable,interim/qc/2229_q35.json,3,1,4,2,62483
False,unusable,interim/qc/222_q31.json,1,1,1,1,56803
False,unusable,interim/qc/2230_q31.json,1,1,1,1,47953
False,unusable,interim/qc/2230_q35.json,1,1,4,1,47953
False,unusable,interim/qc/2231_q31.json,1,1,2,1,38910
False,unusable,interim/qc/2231_q35.json,1,1,2,1,38910
True,acceptable,interim/qc/2232_q31.json,3,2,4,2,75180
True,needs_review,interim/qc/2232_q35.json,3,1,3,2,75180
True,acceptable,interim/qc/2233_q31.json,3,2,3,2,53974
False,unusable,interim/qc/2233_q35.json,1,1,4,1,53974
False,unusable,interim/qc/2234_q31.json,1,1,1,1,20199
False,unusable,interim/qc/2234_q35.json,1,1,1,1,20199
False,unusable,interim/qc/2235_q31.json,2,1,4,1,52547
False,unusable,interim/qc/2235_q35.json,1,1,1,1,52547
True,acceptable,interim/qc/2236_q31.json,4,2,3,2,83631
False,unusable,interim/qc/2236_q35.json,1,1,1,1,83631
True,acceptable,interim/qc/2237_q31.json,4,3,4,3,37568
True,acceptable,interim/qc/2237_q35.json,4,3,4,3,37568
,needs_review,interim/qc/2238_q31.json,3,2,2,2,98779
True,acceptable,interim/qc/2238_q35.json,3,2,3,2,98779
True,acceptable,interim/qc/2239_q31.json,3,2,3,2,92672
False,unusable,interim/qc/2239_q35.json,1,1,1,1,92672
True,acceptable,interim/qc/223_q31.json,4,3,4,3,48588
True,acceptable,interim/qc/223_q35.json,4,3,4,3,48588
True,acceptable,interim/qc/2240_q31.json,2,1,4,2,29796
True,needs_review,interim/qc/2240_q35.json,3,2,2,2,29796
True,needs_review,interim/qc/2241_q31.json,4,2,3,2,74541
False,unusable,interim/qc/2241_q35.json,2,1,4,1,74541
True,needs_review,interim/qc/2242_q31.json,3,1,2,2,27829
True,needs_review,interim/qc/2242_q35.json,3,2,2,2,27829
True,needs_review,interim/qc/2243_q31.json,4,3,3,2,58743
False,unusable,interim/qc/2243_q35.json,2,1,1,1,58743
False,unusable,interim/qc/2244_q31.json,1,1,4,1,92352
False,unusable,interim/qc/2244_q35.json,1,1,1,1,92352
True,acceptable,interim/qc/2245_q31.json,3,2,3,2,64200
True,needs_review,interim/qc/2245_q35.json,3,2,2,2,64200
True,needs_review,interim/qc/2246_q31.json,3,2,4,2,96988
True,acceptable,interim/qc/2246_q35.json,4,2,4,2,96988
False,unusable,interim/qc/2247_q31.json,1,1,3,1,96605
True,needs_review,interim/qc/2247_q35.json,2,1,4,2,96605
True,acceptable,interim/qc/2248_q31.json,3,2,3,2,18887
,needs_review,interim/qc/2248_q35.json,3,2,2,2,18887
True,needs_review,interim/qc/2249_q31.json,3,2,2,2,21749
False,unusable,interim/qc/2249_q35.json,1,1,2,1,21749
False,unusable,interim/qc/224_q31.json,1,1,1,1,81558
False,unusable,interim/qc/224_q35.json,1,1,1,1,81558
True,acceptable,interim/qc/2250_q31.json,4,4,4,4,49175
True,acceptable,interim/qc/2250_q35.json,4,3,4,3,49175
True,acceptable,interim/qc/2251_q31.json,4,4,4,4,15835
False,unusable,interim/qc/2251_q35.json,1,1,4,1,15835
True,acceptable,interim/qc/2252_q31.json,3,2,4,2,11102
True,acceptable,interim/qc/2252_q35.json,4,3,4,3,11102
False,unusable,interim/qc/2253_q31.json,2,1,4,1,78079
False,unusable,interim/qc/2253_q35.json,1,1,4,1,78079
False,unusable,interim/qc/2254_q31.json,1,1,1,1,99858
False,unusable,interim/qc/2254_q35.json,1,1,4,1,99858
True,acceptable,interim/qc/2255_q31.json,3,2,3,2,95508
True,acceptable,interim/qc/2255_q35.json,3,2,3,2,95508
False,unusable,interim/qc/2256_q31.json,1,1,2,1,46749
False,unusable,interim/qc/2256_q35.json,1,1,2,1,46749
False,unusable,interim/qc/2257_q31.json,1,1,1,1,58796
False,unusable,interim/qc/2257_q35.json,1,1,1,1,58796
True,acceptable,interim/qc/2258_q31.json,3,2,4,2,50458
False,unusable,interim/qc/2258_q35.json,1,1,1,1,50458
True,acceptable,interim/qc/2259_q31.json,3,2,4,2,59560
True,acceptable,interim/qc/2259_q35.json,3,2,4,2,59560
False,unusable,interim/qc/225_q31.json,1,1,1,1,28765
False,unusable,interim/qc/225_q35.json,1,1,1,1,28765
False,unusable,interim/qc/2260_q31.json,2,1,2,1,90647
True,acceptable,interim/qc/2260_q35.json,3,2,4,2,90647
False,unusable,interim/qc/2261_q31.json,2,1,2,1,45576
False,unusable,interim/qc/2261_q35.json,2,1,4,1,45576
False,unusable,interim/qc/2262_q31.json,2,1,4,1,76374
True,acceptable,interim/qc/2262_q35.json,3,2,4,2,76374
True,acceptable,interim/qc/2263_q31.json,4,4,4,3,93160
False,unusable,interim/qc/2263_q35.json,2,1,4,1,93160
False,unusable,interim/qc/2264_q31.json,1,1,3,1,19370
False,unusable,interim/qc/2264_q35.json,1,1,1,1,19370
False,unusable,interim/qc/2265_q31.json,1,1,4,1,62039
,acceptable,interim/qc/2265_q35.json,4,3,4,3,62039
False,unusable,interim/qc/2266_q31.json,1,1,4,1,78830
False,unusable,interim/qc/2266_q35.json,1,1,1,1,78830
True,acceptable,interim/qc/2267_q31.json,3,2,3,2,49895
True,acceptable,interim/qc/2267_q35.json,4,3,3,3,49895
False,unusable,interim/qc/2268_q31.json,1,1,4,1,23282
False,unusable,interim/qc/2268_q35.json,1,1,4,1,23282
True,acceptable,interim/qc/2269_q31.json,3,2,4,2,61909
False,unusable,interim/qc/2269_q35.json,2,1,4,1,61909
False,unusable,interim/qc/226_q31.json,1,1,1,1,42658
True,acceptable,interim/qc/226_q35.json,4,2,4,3,42658
False,unusable,interim/qc/2270_q31.json,1,1,1,1,58239
False,unusable,interim/qc/2270_q35.json,1,1,3,1,58239
False,unusable,interim/qc/2271_q31.json,1,1,4,1,88309
True,needs_review,interim/qc/2271_q35.json,3,2,2,2,88309
False,unusable,interim/qc/2272_q31.json,1,1,1,1,55016
False,unusable,interim/qc/2272_q35.json,1,1,1,1,55016
False,unusable,interim/qc/2273_q31.json,1,1,1,1,47371
False,unusable,interim/qc/2273_q35.json,1,1,4,1,47371
True,acceptable,interim/qc/2274_q31.json,4,4,4,3,70116
True,needs_review,interim/qc/2274_q35.json,4,2,4,2,70116
False,unusable,interim/qc/2275_q31.json,2,1,4,1,52877
,unusable,interim/qc/2275_q35.json,4,3,4,2,52877
True,acceptable,interim/qc/2276_q31.json,4,3,4,3,55762
False,unusable,interim/qc/2276_q35.json,4,2,4,2,55762
False,unusable,interim/qc/2277_q31.json,2,1,4,1,63735
False,unusable,interim/qc/2277_q35.json,1,1,4,1,63735
False,unusable,interim/qc/2278_q31.json,1,1,4,1,69850
False,unusable,interim/qc/2278_q35.json,1,1,1,1,69850
True,acceptable,interim/qc/2279_q31.json,4,2,4,3,24233
False,unusable,interim/qc/2279_q35.json,1,1,4,1,24233
False,unusable,interim/qc/227_q31.json,1,1,1,1,13815
False,unusable,interim/qc/227_q35.json,1,1,1,1,13815
False,unusable,interim/qc/2280_q31.json,1,1,1,1,17617
False,unusable,interim/qc/2280_q35.json,1,1,1,1,17617
False,unusable,interim/qc/2281_q31.json,2,1,4,1,42017
True,acceptable,interim/qc/2281_q35.json,4,3,4,3,42017
True,needs_review,interim/qc/2282_q31.json,2,2,3,2,39645
True,acceptable,interim/qc/2282_q35.json,3,2,4,2,39645
True,acceptable,interim/qc/2283_q31.json,4,4,4,4,13873
False,unusable,interim/qc/2283_q35.json,2,1,4,1,13873
True,acceptable,interim/qc/2284_q31.json,4,3,3,3,89100
True,acceptable,interim/qc/2284_q35.json,4,2,4,2,89100
True,acceptable,interim/qc/2285_q31.json,4,4,4,4,43467
False,unusable,interim/qc/2285_q35.json,1,1,4,1,43467
False,unusable,interim/qc/2286_q31.json,1,1,4,1,94877
False,unusable,interim/qc/2286_q35.json,2,1,2,1,94877
False,unusable,interim/qc/2287_q31.json,1,1,1,1,87472
False,unusable,interim/qc/2287_q35.json,1,1,1,1,87472
False,unusable,interim/qc/2288_q31.json,1,1,2,1,87814
False,unusable,interim/qc/2288_q35.json,1,1,4,1,87814
True,needs_review,interim/qc/2289_q31.json,3,2,2,2,97169
False,unusable,interim/qc/2289_q35.json,1,1,2,1,97169
False,unusable,interim/qc/228_q31.json,1,1,4,1,63156
False,unusable,interim/qc/228_q35.json,1,1,1,1,63156
True,acceptable,interim/qc/2290_q31.json,4,2,3,2,15920
True,acceptable,interim/qc/2290_q35.json,3,2,3,2,15920
True,acceptable,interim/qc/2291_q31.json,4,3,3,3,58241
True,acceptable,interim/qc/2291_q35.json,4,2,3,2,58241
False,unusable,interim/qc/2292_q31.json,1,1,1,1,78248
False,unusable,interim/qc/2292_q35.json,1,1,1,1,78248
False,unusable,interim/qc/2293_q31.json,2,1,1,1,67288
False,unusable,interim/qc/2293_q35.json,1,1,1,1,67288
False,unusable,interim/qc/2294_q31.json,1,1,1,1,21688
False,unusable,interim/qc/2294_q35.json,1,1,1,1,21688
False,unusable,interim/qc/2295_q31.json,1,1,1,1,64467
False,unusable,interim/qc/2295_q35.json,1,1,1,1,64467
False,unusable,interim/qc/2296_q31.json,1,1,1,1,97590
False,unusable,interim/qc/2296_q35.json,1,1,1,1,97590
False,unusable,interim/qc/2297_q31.json,2,1,3,1,60162
True,acceptable,interim/qc/2297_q35.json,4,3,4,3,60162
False,unusable,interim/qc/2298_q31.json,1,1,1,1,18030
False,unusable,interim/qc/2298_q35.json,1,1,1,1,18030
False,unusable,interim/qc/2299_q31.json,1,1,1,1,44103
False,unusable,interim/qc/2299_q35.json,1,1,1,1,44103
True,needs_review,interim/qc/229_q31.json,2,2,3,2,38835
True,acceptable,interim/qc/229_q35.json,4,2,4,2,38835
False,unusable,interim/qc/22_q31.json,1,1,4,1,14412
False,unusable,interim/qc/22_q35.json,1,1,4,1,14412
True,acceptable,interim/qc/2300_q31.json,4,4,4,3,24151
False,unusable,interim/qc/2300_q35.json,2,1,4,1,24151
True,acceptable,interim/qc/2301_q31.json,4,4,4,4,53748
True,acceptable,interim/qc/2301_q35.json,4,3,4,3,53748
False,unusable,interim/qc/2302_q31.json,1,1,1,1,82084
False,unusable,interim/qc/2302_q35.json,1,1,1,1,82084
True,needs_review,interim/qc/2303_q31.json,4,3,4,3,86202
False,unusable,interim/qc/2303_q35.json,1,1,4,1,86202
False,unusable,interim/qc/2304_q31.json,1,1,3,1,72650
False,unusable,interim/qc/2304_q35.json,1,1,3,1,72650
False,unusable,interim/qc/2305_q31.json,2,1,2,1,32311
True,acceptable,interim/qc/2305_q35.json,3,1,4,2,32311
True,acceptable,interim/qc/2306_q31.json,2,2,3,2,38920
True,acceptable,interim/qc/2306_q35.json,3,2,3,2,38920
False,unusable,interim/qc/2307_q31.json,2,1,4,1,44227
False,unusable,interim/qc/2307_q35.json,1,1,4,1,44227
False,unusable,interim/qc/2308_q35.json,1,1,1,1,53133
False,unusable,interim/qc/2309_q31.json,2,1,4,1,62439
True,acceptable,interim/qc/2309_q35.json,4,2,4,3,62439
False,unusable,interim/qc/230_q31.json,1,1,1,1,71456
False,unusable,interim/qc/230_q35.json,1,1,1,1,71456
True,acceptable,interim/qc/2310_q31.json,4,2,3,2,81798
True,acceptable,interim/qc/2310_q35.json,4,2,4,3,81798
True,acceptable,interim/qc/2311_q31.json,4,2,4,3,97489
True,acceptable,interim/qc/2311_q35.json,4,3,4,3,97489
False,unusable,interim/qc/2312_q31.json,1,1,1,1,95927
False,unusable,interim/qc/2312_q35.json,1,1,1,1,95927
False,unusable,interim/qc/2313_q31.json,2,1,4,1,78956
True,needs_review,interim/qc/2313_q35.json,2,1,4,1,78956
True,acceptable,interim/qc/2314_q31.json,4,3,4,3,99227
True,acceptable,interim/qc/2314_q35.json,4,3,4,3,99227
True,acceptable,interim/qc/2315_q31.json,4,3,3,2,49777
True,acceptable,interim/qc/2315_q35.json,3,2,3,2,49777
False,unusable,interim/qc/2316_q31.json,1,1,2,1,98485
True,acceptable,interim/qc/2316_q35.json,3,2,4,2,98485
False,unusable,interim/qc/2317_q31.json,1,1,4,1,87256
True,acceptable,interim/qc/2317_q35.json,3,2,4,3,87256
True,acceptable,interim/qc/2318_q31.json,4,3,4,3,64277
True,acceptable,interim/qc/2318_q35.json,4,2,3,2,64277
False,unusable,interim/qc/2319_q31.json,1,1,1,1,41024
False,unusable,interim/qc/2319_q35.json,1,1,1,1,41024
True,acceptable,interim/qc/231_q31.json,4,4,4,4,51776
False,unusable,interim/qc/231_q35.json,1,1,1,1,51776
True,acceptable,interim/qc/2320_q31.json,4,2,4,2,39692
False,unusable,interim/qc/2320_q35.json,1,1,4,1,39692
False,unusable,interim/qc/2321_q31.json,2,3,4,2,52692
False,unusable,interim/qc/2321_q35.json,3,2,4,1,52692
True,acceptable,interim/qc/2322_q31.json,2,1,4,2,77800
False,unusable,interim/qc/2322_q35.json,1,1,2,1,77800
False,unusable,interim/qc/2323_q31.json,1,1,4,1,85020
False,unusable,interim/qc/2323_q35.json,3,2,4,1,85020
False,unusable,interim/qc/2324_q31.json,1,1,1,1,19510
False,unusable,interim/qc/2324_q35.json,2,1,4,1,19510
True,needs_review,interim/qc/2325_q31.json,3,2,2,2,90199
,acceptable,interim/qc/2325_q35.json,4,3,4,3,90199
False,unusable,interim/qc/2326_q31.json,2,1,2,1,99687
True,acceptable,interim/qc/2326_q35.json,3,2,2,2,99687
True,acceptable,interim/qc/2327_q31.json,4,4,4,3,47252
False,unusable,interim/qc/2327_q35.json,4,3,4,2,47252
False,unusable,interim/qc/2328_q31.json,1,1,2,1,19201
True,needs_review,interim/qc/2328_q35.json,4,2,4,2,19201
False,unusable,interim/qc/2329_q31.json,1,1,4,2,21781
False,unusable,interim/qc/2329_q35.json,1,1,1,1,21781
False,unusable,interim/qc/232_q31.json,1,1,1,1,84740
False,unusable,interim/qc/232_q35.json,1,1,4,1,84740
True,acceptable,interim/qc/2330_q31.json,4,3,4,3,18938
,acceptable,interim/qc/2330_q35.json,4,3,4,3,18938
True,acceptable,interim/qc/2331_q31.json,4,4,4,3,43837
False,unusable,interim/qc/2331_q35.json,2,1,4,1,43837
True,acceptable,interim/qc/2332_q31.json,4,3,4,3,61985
True,acceptable,interim/qc/2332_q35.json,4,2,4,3,61985
False,unusable,interim/qc/2333_q31.json,1,1,1,1,66301
False,unusable,interim/qc/2333_q35.json,1,1,2,1,66301
False,unusable,interim/qc/2334_q31.json,2,1,2,1,35913
True,acceptable,interim/qc/2334_q35.json,4,3,4,3,35913
False,unusable,interim/qc/2335_q31.json,1,1,1,1,40319
False,unusable,interim/qc/2335_q35.json,1,1,1,1,40319
True,acceptable,interim/qc/2336_q31.json,3,2,3,2,52745
True,needs_review,interim/qc/2336_q35.json,3,2,2,2,52745
True,acceptable,interim/qc/2337_q31.json,3,2,3,2,83388
True,acceptable,interim/qc/2337_q35.json,3,2,3,2,83388
True,acceptable,interim/qc/2338_q31.json,4,2,4,3,85351
False,unusable,interim/qc/2338_q35.json,2,1,2,1,85351
False,unusable,interim/qc/2339_q31.json,1,2,4,1,62057
False,unusable,interim/qc/2339_q35.json,1,1,4,1,62057
False,unusable,interim/qc/233_q31.json,1,1,1,1,48180
False,unusable,interim/qc/233_q35.json,1,1,4,1,48180
True,acceptable,interim/qc/2340_q31.json,3,2,3,2,66225
True,acceptable,interim/qc/2340_q35.json,3,2,3,2,66225
False,unusable,interim/qc/2341_q31.json,2,1,2,1,47791
False,unusable,interim/qc/2341_q35.json,1,1,3,1,47791
False,unusable,interim/qc/2342_q31.json,1,1,1,1,95596
False,unusable,interim/qc/2342_q35.json,1,1,1,1,95596
True,acceptable,interim/qc/2343_q31.json,4,2,4,2,71068
False,unusable,interim/qc/2343_q35.json,2,1,4,1,71068
True,needs_review,interim/qc/2344_q31.json,3,2,4,2,30008
True,pass_low_information,interim/qc/2344_q35.json,3,1,4,2,30008
False,unusable,interim/qc/2345_q31.json,2,1,4,2,89860
False,unusable,interim/qc/2345_q35.json,2,1,4,1,89860
True,acceptable,interim/qc/2346_q31.json,4,3,4,3,96322
True,acceptable,interim/qc/2346_q35.json,3,2,4,2,96322
True,acceptable,interim/qc/2347_q31.json,4,4,4,3,66092
False,unusable,interim/qc/2347_q35.json,1,1,1,1,66092
True,acceptable,interim/qc/2348_q31.json,4,3,4,3,93661
False,unusable,interim/qc/2348_q35.json,1,1,4,1,93661
False,unusable,interim/qc/2349_q31.json,2,1,4,1,48404
True,needs_review,interim/qc/2349_q35.json,3,1,4,2,48404
True,acceptable,interim/qc/234_q31.json,4,3,4,3,42909
True,acceptable,interim/qc/234_q35.json,4,2,4,2,42909
True,acceptable,interim/qc/2350_q31.json,4,2,3,2,52463
True,needs_review,interim/qc/2350_q35.json,3,1,2,2,52463
True,acceptable,interim/qc/2351_q31.json,4,3,4,3,42123
True,acceptable,interim/qc/2351_q35.json,4,4,4,3,42123
False,unusable,interim/qc/2352_q31.json,1,1,1,1,16448
False,unusable,interim/qc/2352_q35.json,1,1,1,1,16448
False,unusable,interim/qc/2353_q31.json,1,1,1,1,99540
False,unusable,interim/qc/2353_q35.json,1,1,1,1,99540
True,needs_review,interim/qc/2354_q31.json,3,2,2,2,89643
False,unusable,interim/qc/2354_q35.json,1,1,3,1,89643
True,acceptable,interim/qc/2355_q31.json,4,4,4,4,67968
True,acceptable,interim/qc/2355_q35.json,4,3,4,3,67968
True,needs_review,interim/qc/2356_q31.json,3,2,4,2,99784
False,unusable,interim/qc/2356_q35.json,2,1,4,1,99784
True,acceptable,interim/qc/2357_q31.json,4,3,4,3,95231
False,unusable,interim/qc/2357_q35.json,1,1,2,1,95231
True,acceptable,interim/qc/2358_q31.json,4,3,3,3,94868
True,acceptable,interim/qc/2358_q35.json,4,3,4,3,94868
False,unusable,interim/qc/2359_q31.json,1,1,3,1,56897
False,unusable,interim/qc/2359_q35.json,1,1,2,1,56897
False,unusable,interim/qc/235_q31.json,1,1,1,1,20984
True,acceptable,interim/qc/235_q35.json,4,2,4,2,20984
True,acceptable,interim/qc/2360_q31.json,4,3,4,3,58252
True,acceptable,interim/qc/2360_q35.json,4,3,4,3,58252
True,acceptable,interim/qc/2361_q31.json,4,3,4,3,50291
False,unusable,interim/qc/2361_q35.json,2,1,1,1,50291
False,unusable,interim/qc/2362_q31.json,1,1,4,1,47398
False,unusable,interim/qc/2362_q35.json,1,1,1,1,47398
False,unusable,interim/qc/2363_q31.json,1,1,4,1,54554
False,unusable,interim/qc/2363_q35.json,1,1,4,1,54554
True,acceptable,interim/qc/2364_q31.json,4,3,4,3,66727
True,acceptable,interim/qc/2364_q35.json,4,3,4,3,66727
True,acceptable,interim/qc/2365_q31.json,4,4,4,3,90631
False,unusable,interim/qc/2365_q35.json,2,1,4,1,90631
True,acceptable,interim/qc/2366_q31.json,3,1,4,2,91669
False,unusable,interim/qc/2366_q35.json,1,1,1,1,91669
True,needs_review,interim/qc/2367_q31.json,3,2,2,2,57847
False,unusable,interim/qc/2367_q35.json,1,1,1,1,57847
False,unusable,interim/qc/2368_q31.json,1,1,1,1,37749
False,unusable,interim/qc/2368_q35.json,1,1,1,1,37749
True,needs_review,interim/qc/2369_q31.json,2,2,3,2,32578
True,acceptable,interim/qc/2369_q35.json,4,2,3,2,32578
True,acceptable,interim/qc/236_q31.json,4,2,4,2,97683
True,acceptable,interim/qc/236_q35.json,4,3,4,3,97683
True,acceptable,interim/qc/2370_q31.json,4,4,4,3,72351
True,acceptable,interim/qc/2370_q35.json,4,3,4,3,72351
False,unusable,interim/qc/2371_q31.json,1,1,4,1,25397
False,unusable,interim/qc/2371_q35.json,1,1,1,1,25397
True,acceptable,interim/qc/2372_q31.json,4,2,3,2,40811
True,acceptable,interim/qc/2372_q35.json,4,3,3,3,40811
False,unusable,interim/qc/2373_q31.json,1,1,4,1,84854
False,unusable,interim/qc/2373_q35.json,1,1,4,2,84854
True,needs_review,interim/qc/2374_q31.json,3,3,2,2,97890
False,unusable,interim/qc/2374_q35.json,1,1,3,1,97890
False,unusable,interim/qc/2375_q31.json,1,1,4,1,86963
False,unusable,interim/qc/2375_q35.json,1,1,4,1,86963
True,acceptable,interim/qc/2376_q31.json,4,3,3,3,60298
True,acceptable,interim/qc/2376_q35.json,3,2,3,2,60298
False,unusable,interim/qc/2377_q31.json,1,1,1,1,44129
False,unusable,interim/qc/2377_q35.json,1,1,1,1,44129
True,acceptable,interim/qc/2378_q31.json,4,4,4,4,61134
False,unusable,interim/qc/2378_q35.json,1,1,4,1,61134
True,acceptable,interim/qc/2379_q31.json,4,2,4,2,77127
True,acceptable,interim/qc/2379_q35.json,3,1,4,2,77127
False,unusable,interim/qc/237_q31.json,1,1,1,1,83259
False,unusable,interim/qc/237_q35.json,1,1,4,1,83259
False,unusable,interim/qc/2380_q31.json,2,2,4,1,52284
False,unusable,interim/qc/2380_q35.json,1,1,4,1,52284
True,needs_review,interim/qc/2381_q31.json,2,1,3,2,66385
True,needs_review,interim/qc/2381_q35.json,3,2,3,2,66385
False,unusable,interim/qc/2382_q31.json,1,1,1,1,60351
False,unusable,interim/qc/2382_q35.json,1,1,3,1,60351
False,unusable,interim/qc/2383_q31.json,2,1,3,1,24572
False,unusable,interim/qc/2383_q35.json,1,1,3,1,24572
True,acceptable,interim/qc/2384_q31.json,4,2,3,2,28130
True,acceptable,interim/qc/2384_q35.json,4,3,3,2,28130
True,acceptable,interim/qc/2385_q31.json,3,2,3,2,80180
True,acceptable,interim/qc/2385_q35.json,3,2,3,2,80180
False,unusable,interim/qc/2386_q31.json,2,1,4,1,92274
False,unusable,interim/qc/2386_q35.json,1,1,2,1,92274
True,acceptable,interim/qc/2387_q31.json,4,2,4,2,25621
False,unusable,interim/qc/2387_q35.json,2,1,1,1,25621
True,acceptable,interim/qc/2388_q31.json,4,3,4,2,39224
False,unusable,interim/qc/2388_q35.json,2,1,4,1,39224
True,acceptable,interim/qc/2389_q31.json,4,2,4,2,36471
True,acceptable,interim/qc/2389_q35.json,4,2,4,3,36471
False,unusable,interim/qc/238_q31.json,1,1,1,1,28597
False,unusable,interim/qc/238_q35.json,1,1,1,1,28597
False,unusable,interim/qc/2390_q31.json,1,1,2,1,76045
True,needs_review,interim/qc/2390_q35.json,4,2,4,2,76045
False,unusable,interim/qc/2391_q31.json,1,1,1,1,17604
False,unusable,interim/qc/2391_q35.json,1,1,4,1,17604
True,needs_review,interim/qc/2392_q31.json,4,3,3,3,35582
True,needs_review,interim/qc/2392_q35.json,4,3,3,3,35582
False,unusable,interim/qc/2393_q31.json,2,2,4,1,23109
,unusable,interim/qc/2393_q35.json,4,3,4,1,23109
True,acceptable,interim/qc/2394_q31.json,4,3,4,2,81149
False,unusable,interim/qc/2394_q35.json,1,1,4,1,81149
True,acceptable,interim/qc/2395_q31.json,4,2,4,3,82606
False,unusable,interim/qc/2395_q35.json,1,1,4,1,82606
True,acceptable,interim/qc/2396_q31.json,3,2,4,2,18980
False,unusable,interim/qc/2396_q35.json,1,1,3,1,18980
False,unusable,interim/qc/2397_q31.json,1,1,1,1,72162
False,unusable,interim/qc/2397_q35.json,1,1,3,1,72162
True,acceptable,interim/qc/2398_q31.json,4,3,4,3,50539
False,unusable,interim/qc/2398_q35.json,1,1,4,1,50539
True,acceptable,interim/qc/2399_q31.json,4,3,4,3,51474
,acceptable,interim/qc/2399_q35.json,4,3,4,3,51474
False,unusable,interim/qc/239_q35.json,1,1,1,1,68845
True,acceptable,interim/qc/23_q31.json,4,3,4,3,31004
False,unusable,interim/qc/23_q35.json,1,1,1,1,31004
False,unusable,interim/qc/2400_q31.json,1,1,4,1,52736
False,unusable,interim/qc/2400_q35.json,1,1,2,1,52736
True,acceptable,interim/qc/2401_q31.json,3,2,2,2,40458
True,needs_review,interim/qc/2401_q35.json,3,1,2,2,40458
True,acceptable,interim/qc/2402_q31.json,4,3,3,3,67184
True,acceptable,interim/qc/2402_q35.json,3,2,3,2,67184
False,unusable,interim/qc/2403_q31.json,1,1,1,1,82547
False,unusable,interim/qc/2403_q35.json,1,1,1,1,82547
False,unusable,interim/qc/2404_q31.json,2,1,2,1,16428
True,acceptable,interim/qc/2404_q35.json,3,1,4,2,16428
False,unusable,interim/qc/2405_q31.json,4,4,4,4,79169
True,needs_review,interim/qc/2405_q35.json,3,2,4,2,79169
True,acceptable,interim/qc/2406_q31.json,4,4,4,3,21375
True,acceptable,interim/qc/2406_q35.json,4,2,4,3,21375
True,acceptable,interim/qc/2407_q31.json,4,2,4,3,48175
True,acceptable,interim/qc/2407_q35.json,4,2,3,2,48175
True,acceptable,interim/qc/2408_q31.json,4,3,3,3,39727
,unusable,interim/qc/2408_q35.json,3,2,2,1,39727
True,acceptable,interim/qc/2409_q31.json,4,4,4,4,25704
False,unusable,interim/qc/2409_q35.json,1,1,1,1,25704
True,acceptable,interim/qc/240_q31.json,3,3,4,3,33284
False,unusable,interim/qc/240_q35.json,1,1,1,1,33284
False,unusable,interim/qc/2410_q31.json,1,1,4,1,35604
False,unusable,interim/qc/2410_q35.json,4,2,4,1,35604
False,unusable,interim/qc/2411_q31.json,2,1,3,1,91192
True,needs_review,interim/qc/2411_q35.json,3,2,3,2,91192
False,unusable,interim/qc/2412_q31.json,2,2,4,1,95082
True,needs_review,interim/qc/2412_q35.json,3,2,3,2,95082
False,unusable,interim/qc/2413_q31.json,1,1,2,1,96964
False,unusable,interim/qc/2413_q35.json,2,1,3,1,96964
False,unusable,interim/qc/2414_q31.json,1,1,1,1,40245
False,unusable,interim/qc/2414_q35.json,1,1,4,1,40245
False,unusable,interim/qc/2415_q31.json,2,1,3,1,77412
True,needs_review,interim/qc/2415_q35.json,3,1,2,2,77412
True,acceptable,interim/qc/2416_q31.json,4,3,4,3,72199
False,unusable,interim/qc/2416_q35.json,1,1,4,1,72199
True,acceptable,interim/qc/2417_q31.json,4,3,3,3,45456
True,acceptable,interim/qc/2417_q35.json,3,2,3,2,45456
True,needs_review,interim/qc/2418_q31.json,3,2,4,2,83218
True,acceptable,interim/qc/2418_q35.json,4,2,4,2,83218
True,acceptable,interim/qc/2419_q31.json,3,2,4,2,93557
False,unusable,interim/qc/2419_q35.json,2,1,4,1,93557
True,acceptable,interim/qc/241_q31.json,4,2,3,2,99939
